model,model_display_name,sample_mode,prompt_mode,story_id,left_sample_id,right_sample_id,transition,gold_same,pred_same,has_invalid,is_consistent
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,8625,10146,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,8625,20533,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,14162,10146,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,14162,20533,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,10146,14201,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,10146,18967,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,10146,14234,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,20533,14201,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,20533,18967,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_kidneystone,20533,14234,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,3981,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,19127,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,3961,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,20561,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,20568,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,14280,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,19085,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,14345,19103,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,3981,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,19127,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,3961,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,20561,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,20568,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,14280,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,19085,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3952,19103,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,3981,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,19127,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,3961,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,20561,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,20568,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,14280,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,19085,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3962,19103,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3981,20561,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3981,20568,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,19127,20561,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,19127,20568,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3961,20561,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,3961,20568,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,20561,14280,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,20561,19085,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,20561,19103,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,20568,14280,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,20568,19085,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,simpson_vaccine,20568,19103,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,8778,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,14469,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,14542,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,14556,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,8760,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,19236,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,19297,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,14402,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8810,14548,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,8778,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,14469,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,14542,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,14556,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,8760,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,19236,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,19297,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,14402,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8825,14548,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,8778,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,14469,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,14542,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,14556,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,8760,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,19236,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,19297,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,14402,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19282,14548,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,8778,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,14469,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,14542,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,14556,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,8760,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,19236,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,19297,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,14402,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8867,14548,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,8778,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,14469,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,14542,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,14556,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,8760,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,19236,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,19297,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,14402,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,19229,14548,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,8778,14469,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,14469,14542,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,14469,14556,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,14469,8760,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,14469,19236,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,14469,19297,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,14469,14402,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoke_birthWeight,14469,14548,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,8943,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14584,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14699,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,9021,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,9043,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,19358,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,10225,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,20617,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,20639,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,8997,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14612,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14689,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,19400,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,4213,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14582,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,19387,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,4197,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,9049,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14610,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,9031,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14663,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,8954,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,14696,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,19351,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8923,19364,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,8943,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14584,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14699,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,9021,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,9043,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,19358,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,10225,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,20617,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,20639,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,8997,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14612,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14689,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,19400,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,4213,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14582,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,19387,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,4197,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,9049,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14610,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,9031,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14663,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,8954,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,14696,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,19351,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8992,19364,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,8943,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14584,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14699,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,9021,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,9043,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,19358,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,10225,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,20617,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,20639,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,8997,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14612,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14689,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,19400,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,4213,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14582,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,19387,1→2,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,4197,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,9049,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14610,1→2,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,9031,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14663,2→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,8954,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,14696,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,19351,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19318,19364,2→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,10225,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,20617,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,20639,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,8997,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,14612,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,14689,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,19400,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,9031,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,14663,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,8954,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,14696,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,19351,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,8943,19364,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,10225,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,20617,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,20639,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,8997,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,14612,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,14689,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,19400,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,9031,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,14663,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,8954,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,14696,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,19351,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14584,19364,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,10225,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,20617,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,20639,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,8997,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,14612,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,14689,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,19400,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,9031,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,14663,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,8954,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,14696,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,19351,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,14699,19364,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,10225,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,20617,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,20639,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,8997,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,14612,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,14689,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,19400,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,9031,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,14663,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,8954,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,14696,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,19351,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9021,19364,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,10225,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,20617,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,20639,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,8997,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,14612,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,14689,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,19400,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,9031,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,14663,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,8954,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,14696,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,19351,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,9043,19364,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,10225,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,20617,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,20639,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,8997,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,14612,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,14689,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,19400,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,9031,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,14663,1→3,False,True,False,0
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,8954,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,14696,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,19351,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,19358,19364,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,10225,4213,1→3,True,True,False,1
qwen3_0_6b,Qwen3-0.6B,formal,structured,smoking_frontdoor,10225,14582,1→3,True,True,False,1
