pair_id,story_id,query_type,rung,component,layer,clean_logit_diff,corrupted_logit_diff,patched_logit_diff,recovery,method
22928->22741,nonsense4,backadj,2,residual,6,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,7,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,8,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,9,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,10,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,11,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,12,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,13,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,14,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,15,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,16,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,17,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,18,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,19,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,20,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,21,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,22,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,23,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,24,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,25,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,26,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,residual,27,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,attention,0,7.375,8.3125,7.53125,-0.78125,transformer_lens
22928->22741,nonsense4,backadj,2,attention,1,7.375,8.3125,8.3125,0.0,transformer_lens
22928->22741,nonsense4,backadj,2,attention,2,7.375,8.3125,7.21875,-1.09375,transformer_lens
22928->22741,nonsense4,backadj,2,attention,3,7.375,8.3125,8.1875,-0.125,transformer_lens
22928->22741,nonsense4,backadj,2,attention,4,7.375,8.3125,6.625,-1.6875,transformer_lens
22928->22741,nonsense4,backadj,2,attention,5,7.375,8.3125,6.9375,-1.375,transformer_lens
22928->22741,nonsense4,backadj,2,attention,6,7.375,8.3125,7.375,-0.9375,transformer_lens
22928->22741,nonsense4,backadj,2,attention,7,7.375,8.3125,7.75,-0.5625,transformer_lens
22928->22741,nonsense4,backadj,2,attention,8,7.375,8.3125,7.71875,-0.59375,transformer_lens
22928->22741,nonsense4,backadj,2,attention,9,7.375,8.3125,7.25,-1.0625,transformer_lens
22928->22741,nonsense4,backadj,2,attention,10,7.375,8.3125,8.1875,-0.125,transformer_lens
22928->22741,nonsense4,backadj,2,attention,11,7.375,8.3125,7.5625,-0.75,transformer_lens
22928->22741,nonsense4,backadj,2,attention,12,7.375,8.3125,7.96875,-0.34375,transformer_lens
22928->22741,nonsense4,backadj,2,attention,13,7.375,8.3125,7.625,-0.6875,transformer_lens
22928->22741,nonsense4,backadj,2,attention,14,7.375,8.3125,8.5,0.1875,transformer_lens
22928->22741,nonsense4,backadj,2,attention,15,7.375,8.3125,8.375,0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,attention,16,7.375,8.3125,8.1875,-0.125,transformer_lens
22928->22741,nonsense4,backadj,2,attention,17,7.375,8.3125,7.8125,-0.5,transformer_lens
22928->22741,nonsense4,backadj,2,attention,18,7.375,8.3125,7.9375,-0.375,transformer_lens
22928->22741,nonsense4,backadj,2,attention,19,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,attention,20,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,attention,21,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,attention,22,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,attention,23,7.375,8.3125,8.1875,-0.125,transformer_lens
22928->22741,nonsense4,backadj,2,attention,24,7.375,8.3125,8.1875,-0.125,transformer_lens
22928->22741,nonsense4,backadj,2,attention,25,7.375,8.3125,8.1875,-0.125,transformer_lens
22928->22741,nonsense4,backadj,2,attention,26,7.375,8.3125,8.3125,0.0,transformer_lens
22928->22741,nonsense4,backadj,2,attention,27,7.375,8.3125,8.375,0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,0,7.375,8.3125,7.3125,-1.0,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,1,7.375,8.3125,7.5625,-0.75,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,2,7.375,8.3125,8.375,0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,3,7.375,8.3125,6.5,-1.8125,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,4,7.375,8.3125,8.125,-0.1875,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,5,7.375,8.3125,7.71875,-0.59375,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,6,7.375,8.3125,7.8125,-0.5,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,7,7.375,8.3125,7.6875,-0.625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,8,7.375,8.3125,8.0,-0.3125,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,9,7.375,8.3125,8.3125,0.0,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,10,7.375,8.3125,7.75,-0.5625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,11,7.375,8.3125,7.625,-0.6875,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,12,7.375,8.3125,7.875,-0.4375,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,13,7.375,8.3125,8.0,-0.3125,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,14,7.375,8.3125,8.375,0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,15,7.375,8.3125,8.375,0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,16,7.375,8.3125,8.125,-0.1875,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,17,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,18,7.375,8.3125,7.75,-0.5625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,19,7.375,8.3125,8.1875,-0.125,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,20,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,21,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,22,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,23,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,24,7.375,8.3125,8.25,-0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,25,7.375,8.3125,8.5,0.1875,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,26,7.375,8.3125,8.375,0.0625,transformer_lens
22928->22741,nonsense4,backadj,2,mlp,27,7.375,8.3125,8.625,0.3125,transformer_lens
22239->26624,nonsense3,ett,3,residual,0,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,1,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,2,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,3,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,4,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,5,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,6,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,7,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,8,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,9,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,10,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,11,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,12,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,13,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,14,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,15,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,16,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,17,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,18,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,19,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,20,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,21,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,22,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,23,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,24,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,25,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,26,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,residual,27,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,attention,0,8.5,8.5,8.75,0.25,transformer_lens
22239->26624,nonsense3,ett,3,attention,1,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,attention,2,8.5,8.5,8.1875,-0.3125,transformer_lens
22239->26624,nonsense3,ett,3,attention,3,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,4,8.5,8.5,8.75,0.25,transformer_lens
22239->26624,nonsense3,ett,3,attention,5,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,6,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,attention,7,8.5,8.5,8.75,0.25,transformer_lens
22239->26624,nonsense3,ett,3,attention,8,8.5,8.5,8.8125,0.3125,transformer_lens
22239->26624,nonsense3,ett,3,attention,9,8.5,8.5,8.3125,-0.1875,transformer_lens
22239->26624,nonsense3,ett,3,attention,10,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,11,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,12,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,13,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,14,8.5,8.5,8.875,0.375,transformer_lens
22239->26624,nonsense3,ett,3,attention,15,8.5,8.5,8.3125,-0.1875,transformer_lens
22239->26624,nonsense3,ett,3,attention,16,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,attention,17,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,18,8.5,8.5,8.3125,-0.1875,transformer_lens
22239->26624,nonsense3,ett,3,attention,19,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,attention,20,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,21,8.5,8.5,8.75,0.25,transformer_lens
22239->26624,nonsense3,ett,3,attention,22,8.5,8.5,8.6875,0.1875,transformer_lens
22239->26624,nonsense3,ett,3,attention,23,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,24,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,attention,25,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,attention,26,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,attention,27,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,mlp,0,8.5,8.5,8.75,0.25,transformer_lens
22239->26624,nonsense3,ett,3,mlp,1,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,2,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,3,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,mlp,4,8.5,8.5,8.6875,0.1875,transformer_lens
22239->26624,nonsense3,ett,3,mlp,5,8.5,8.5,8.6875,0.1875,transformer_lens
22239->26624,nonsense3,ett,3,mlp,6,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,7,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,8,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,9,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,10,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,mlp,11,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,12,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,13,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,14,8.5,8.5,8.375,-0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,15,8.5,8.5,8.4375,-0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,16,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,17,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,18,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,mlp,19,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,20,8.5,8.5,8.625,0.125,transformer_lens
22239->26624,nonsense3,ett,3,mlp,21,8.5,8.5,8.6875,0.1875,transformer_lens
22239->26624,nonsense3,ett,3,mlp,22,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,23,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,24,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,25,8.5,8.5,8.5625,0.0625,transformer_lens
22239->26624,nonsense3,ett,3,mlp,26,8.5,8.5,8.5,0.0,transformer_lens
22239->26624,nonsense3,ett,3,mlp,27,8.5,8.5,8.5625,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,residual,0,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,1,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,2,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,3,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,4,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,5,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,6,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,7,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,8,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,9,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,10,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,11,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,12,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,13,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,14,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,15,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,16,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,17,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,18,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,19,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,20,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,21,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,22,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,23,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,24,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,25,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,26,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,residual,27,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,attention,0,6.625,6.3125,6.25,-0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,attention,1,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,attention,2,6.625,6.3125,6.53125,0.21875,transformer_lens
3002->3012,neg_mediation,nie,3,attention,3,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,attention,4,6.625,6.3125,6.6875,0.375,transformer_lens
3002->3012,neg_mediation,nie,3,attention,5,6.625,6.3125,6.90625,0.59375,transformer_lens
3002->3012,neg_mediation,nie,3,attention,6,6.625,6.3125,6.84375,0.53125,transformer_lens
3002->3012,neg_mediation,nie,3,attention,7,6.625,6.3125,6.75,0.4375,transformer_lens
3002->3012,neg_mediation,nie,3,attention,8,6.625,6.3125,6.75,0.4375,transformer_lens
3002->3012,neg_mediation,nie,3,attention,9,6.625,6.3125,6.4375,0.125,transformer_lens
3002->3012,neg_mediation,nie,3,attention,10,6.625,6.3125,6.09375,-0.21875,transformer_lens
3002->3012,neg_mediation,nie,3,attention,11,6.625,6.3125,6.9375,0.625,transformer_lens
3002->3012,neg_mediation,nie,3,attention,12,6.625,6.3125,6.5,0.1875,transformer_lens
3002->3012,neg_mediation,nie,3,attention,13,6.625,6.3125,6.8125,0.5,transformer_lens
3002->3012,neg_mediation,nie,3,attention,14,6.625,6.3125,6.5,0.1875,transformer_lens
3002->3012,neg_mediation,nie,3,attention,15,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,attention,16,6.625,6.3125,6.3125,0.0,transformer_lens
3002->3012,neg_mediation,nie,3,attention,17,6.625,6.3125,6.75,0.4375,transformer_lens
3002->3012,neg_mediation,nie,3,attention,18,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,attention,19,6.625,6.3125,6.40625,0.09375,transformer_lens
3002->3012,neg_mediation,nie,3,attention,20,6.625,6.3125,6.25,-0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,attention,21,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,attention,22,6.625,6.3125,6.4375,0.125,transformer_lens
3002->3012,neg_mediation,nie,3,attention,23,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,attention,24,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,attention,25,6.625,6.3125,6.53125,0.21875,transformer_lens
3002->3012,neg_mediation,nie,3,attention,26,6.625,6.3125,6.4375,0.125,transformer_lens
3002->3012,neg_mediation,nie,3,attention,27,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,0,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,1,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,2,6.625,6.3125,6.78125,0.46875,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,3,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,4,6.625,6.3125,6.6875,0.375,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,5,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,6,6.625,6.3125,6.71875,0.40625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,7,6.625,6.3125,6.875,0.5625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,8,6.625,6.3125,6.5,0.1875,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,9,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,10,6.625,6.3125,6.5,0.1875,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,11,6.625,6.3125,6.9375,0.625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,12,6.625,6.3125,6.75,0.4375,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,13,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,14,6.625,6.3125,6.6875,0.375,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,15,6.625,6.3125,6.125,-0.1875,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,16,6.625,6.3125,6.5625,0.25,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,17,6.625,6.3125,6.34375,0.03125,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,18,6.625,6.3125,6.40625,0.09375,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,19,6.625,6.3125,6.625,0.3125,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,20,6.625,6.3125,6.5,0.1875,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,21,6.625,6.3125,6.59375,0.28125,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,22,6.625,6.3125,6.25,-0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,23,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,24,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,25,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,26,6.625,6.3125,6.375,0.0625,transformer_lens
3002->3012,neg_mediation,nie,3,mlp,27,6.625,6.3125,6.625,0.3125,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,0,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,1,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,2,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,3,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,4,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,5,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,6,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,7,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,8,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,9,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,10,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,11,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,12,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,13,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,14,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,15,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,16,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,17,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,18,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,19,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,20,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,21,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,22,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,23,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,24,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,25,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,26,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,residual,27,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,0,9.75,9.8125,9.5,-0.3125,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,1,9.75,9.8125,9.8125,0.0,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,2,9.75,9.8125,9.8125,0.0,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,3,9.75,9.8125,9.875,0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,4,9.75,9.8125,10.0625,0.25,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,5,9.75,9.8125,9.75,-0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,6,9.75,9.8125,10.0625,0.25,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,7,9.75,9.8125,9.875,0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,8,9.75,9.8125,9.9375,0.125,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,9,9.75,9.8125,9.875,0.0625,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,10,9.75,9.8125,10.0,0.1875,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,11,9.75,9.8125,9.6875,-0.125,transformer_lens
19152->19151,smoke_birthWeight,nde,3,attention,12,9.75,9.8125,9.625,-0.1875,transformer_lens
