model,model_display_name,diagnostic_source,dataset_variant,query_type,scaffold_mode,scaffold_condition,nl_accuracy,scaffold_accuracy,scaffold_gain
qwen3_8b,Qwen3-8B,stress,easy,marginal,nl_formal,NL + Formal Scaffold,0.4,0.5,0.09999999999999998
qwen3_8b,Qwen3-8B,stress,easy,nde,nl_formal,NL + Formal Scaffold,0.6,0.5,-0.09999999999999998
qwen3_8b,Qwen3-8B,stress,easy,nie,nl_formal,NL + Formal Scaffold,0.6,0.5,-0.09999999999999998
qwen3_8b,Qwen3-8B,stress,hard,ate,nl_formal,NL + Formal Scaffold,0.3,0.4,0.10000000000000003
qwen3_8b,Qwen3-8B,stress,hard,backadj,nl_formal,NL + Formal Scaffold,0.6,0.5,-0.09999999999999998
qwen3_8b,Qwen3-8B,stress,hard,collider_bias,nl_formal,NL + Formal Scaffold,0.4,0.5,0.09999999999999998
qwen3_8b,Qwen3-8B,stress,hard,correlation,nl_formal,NL + Formal Scaffold,0.5,0.5,0.0
qwen3_8b,Qwen3-8B,stress,hard,det-counterfactual,nl_formal,NL + Formal Scaffold,0.4,0.5,0.09999999999999998
qwen3_8b,Qwen3-8B,stress,hard,ett,nl_formal,NL + Formal Scaffold,0.6,0.6,0.0
qwen3_8b,Qwen3-8B,stress,hard,exp_away,nl_formal,NL + Formal Scaffold,0.3,0.4,0.10000000000000003
qwen3_8b,Qwen3-8B,stress,hard,marginal,nl_formal,NL + Formal Scaffold,0.5,0.3,-0.2
qwen3_8b,Qwen3-8B,stress,hard,nde,nl_formal,NL + Formal Scaffold,0.5,0.5,0.0
qwen3_8b,Qwen3-8B,stress,hard,nie,nl_formal,NL + Formal Scaffold,0.5,0.4,-0.09999999999999998
qwen3_8b,Qwen3-8B,stress,noncommonsense,ate,nl_formal,NL + Formal Scaffold,0.2,0.2,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,backadj,nl_formal,NL + Formal Scaffold,0.7,0.6,-0.09999999999999998
qwen3_8b,Qwen3-8B,stress,noncommonsense,collider_bias,nl_formal,NL + Formal Scaffold,0.5,0.5,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,correlation,nl_formal,NL + Formal Scaffold,0.5,0.6,0.09999999999999998
qwen3_8b,Qwen3-8B,stress,noncommonsense,det-counterfactual,nl_formal,NL + Formal Scaffold,0.4,0.5,0.09999999999999998
qwen3_8b,Qwen3-8B,stress,noncommonsense,ett,nl_formal,NL + Formal Scaffold,0.5,0.5,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,exp_away,nl_formal,NL + Formal Scaffold,0.3,0.5,0.2
qwen3_8b,Qwen3-8B,stress,noncommonsense,marginal,nl_formal,NL + Formal Scaffold,0.7,0.5,-0.19999999999999996
qwen3_8b,Qwen3-8B,stress,noncommonsense,nde,nl_formal,NL + Formal Scaffold,0.6,0.5,-0.09999999999999998
qwen3_8b,Qwen3-8B,stress,noncommonsense,nie,nl_formal,NL + Formal Scaffold,0.5,0.3,-0.2
